Date,Time,Open,High,Low,Close,Volume,OpenInt
2015-11-25,17:30:00,7.06,7.06,7.05,7.05,800,0
2015-11-25,17:35:00,7.05,7.06,7.05,7.06,1100,0
2015-11-25,17:40:00,7.06,7.08,7.06,7.08,700,0
2015-11-25,17:45:00,7.07,7.07,7.07,7.07,200,0
2015-11-25,17:50:00,7.07,7.075,7.063,7.0635,900,0
2015-11-25,17:55:00,7.07,7.1,7.07,7.1,1500,0
2015-11-25,18:00:00,7.1,7.1,7.1,7.1,100,0
2015-11-25,18:10:00,7.1,7.1,7.1,7.1,200,0
2015-11-25,18:15:00,7.095,7.1,7.0911,7.1,1100,0
2015-11-25,18:20:00,7.1,7.1,7.1,7.1,2305,0
2015-11-25,18:25:00,7.1,7.14,7.1,7.14,600,0
2015-11-25,18:30:00,7.13,7.13,7.12,7.12,600,0
2015-11-25,18:35:00,7.11,7.11,7.11,7.11,200,0
2015-11-25,18:40:00,7.12,7.12,7.11,7.11,900,0
2015-11-25,18:50:00,7.11,7.11,7.1,7.1,200,0
2015-11-25,18:55:00,7.1,7.11,7.1,7.11,1200,0
2015-11-25,19:00:00,7.12,7.15,7.12,7.13,1200,0
2015-11-25,19:10:00,7.14,7.15,7.14,7.15,500,0
2015-11-25,19:15:00,7.15,7.15,7.14,7.14,1800,0
2015-11-25,19:25:00,7.13,7.17,7.12,7.17,2484,0
2015-11-25,19:30:00,7.166,7.166,7.16,7.16,814,0
2015-11-25,19:35:00,7.165,7.165,7.16,7.16,300,0
2015-11-25,19:40:00,7.17,7.18,7.17,7.18,700,0
2015-11-25,19:45:00,7.17,7.17,7.17,7.17,200,0
2015-11-25,19:50:00,7.17,7.17,7.17,7.17,1000,0
2015-11-25,19:55:00,7.17,7.17,7.17,7.17,700,0
2015-11-25,20:00:00,7.18,7.18,7.18,7.18,100,0
2015-11-25,20:10:00,7.18,7.18,7.18,7.18,100,0
2015-11-25,20:15:00,7.1799,7.18,7.1799,7.18,400,0
2015-11-25,20:25:00,7.17,7.17,7.17,7.17,100,0
2015-11-25,20:30:00,7.18,7.18,7.17,7.175,300,0
2015-11-25,20:40:00,7.18,7.18,7.18,7.18,100,0
2015-11-25,20:45:00,7.1799,7.18,7.1761,7.18,2460,0
2015-11-25,20:50:00,7.17,7.17,7.17,7.17,100,0
2015-11-25,20:55:00,7.175,7.175,7.175,7.175,100,0
2015-11-25,21:00:00,7.18,7.18,7.175,7.175,300,0
2015-11-25,21:10:00,7.1705,7.18,7.1705,7.18,1285,0
2015-11-25,21:15:00,7.175,7.18,7.175,7.18,300,0
2015-11-25,21:20:00,7.18,7.18,7.18,7.18,100,0
2015-11-25,21:25:00,7.175,7.175,7.175,7.175,300,0
2015-11-25,21:30:00,7.18,7.18,7.18,7.18,2344,0
2015-11-25,21:35:00,7.18,7.18,7.18,7.18,326,0
2015-11-25,21:40:00,7.18,7.19,7.18,7.18,883,0
2015-11-25,21:45:00,7.18,7.18,7.13,7.14,12707,0
2015-11-25,21:50:00,7.14,7.14,7.13,7.14,2950,0
2015-11-25,21:55:00,7.14,7.15,7.13,7.14,4840,0
2015-11-25,22:00:00,7.13,7.14,7.13,7.14,16248,0
2015-11-27,15:35:00,7.12,7.12,7.12,7.12,2315,0
2015-11-27,15:45:00,7.15,7.15,7.15,7.15,700,0
2015-11-27,16:05:00,7.16,7.16,7.13,7.14,1100,0
2015-11-27,16:15:00,7.16,7.17,7.16,7.17,583,0
2015-11-27,16:20:00,7.16,7.17,7.13,7.17,1500,0
2015-11-27,16:25:00,7.2,7.2,7.16,7.16,1200,0
2015-11-27,16:30:00,7.18,7.18,7.18,7.18,300,0
2015-11-27,16:35:00,7.15,7.16,7.14,7.14,1847,0
2015-11-27,16:40:00,7.16,7.16,7.13,7.13,300,0
2015-11-27,16:45:00,7.131,7.17,7.131,7.17,1800,0
2015-11-27,16:55:00,7.15,7.15,7.12,7.12,500,0
2015-11-27,17:00:00,7.12,7.16,7.12,7.14,800,0
2015-11-27,17:10:00,7.15,7.18,7.1379,7.17,7300,0
2015-11-27,17:15:00,7.16,7.17,7.15,7.16,2913,0
2015-11-27,17:20:00,7.18,7.18,7.18,7.18,500,0
2015-11-27,17:25:00,7.18,7.18,7.16,7.18,900,0
2015-11-27,17:30:00,7.17,7.19,7.16,7.16,1800,0
2015-11-27,17:35:00,7.14,7.14,7.13,7.14,600,0
2015-11-27,17:40:00,7.14,7.16,7.14,7.16,300,0
2015-11-27,17:45:00,7.15,7.15,7.14,7.14,2900,0
2015-11-27,17:50:00,7.15,7.17,7.15,7.17,1300,0
2015-11-27,17:55:00,7.17,7.17,7.16,7.16,468,0
2015-11-27,18:00:00,7.16,7.17,7.16,7.17,1370,0
2015-11-27,18:05:00,7.17,7.17,7.16,7.16,300,0
2015-11-27,18:15:00,7.14,7.1655,7.14,7.1655,200,0
2015-11-27,18:25:00,7.14,7.17,7.14,7.16,1500,0
2015-11-27,18:35:00,7.16,7.16,7.14,7.14,200,0
2015-11-27,18:40:00,7.17,7.17,7.16,7.16,400,0
2015-11-27,18:45:00,7.14,7.14,7.14,7.14,100,0
2015-11-27,18:50:00,7.17,7.17,7.16,7.16,400,0
2015-11-27,18:55:00,7.17,7.17,7.14,7.16,1800,0
2015-11-27,19:00:00,7.15,7.16,7.14,7.16,935,0
2015-11-27,19:05:00,7.15,7.15,7.15,7.15,2648,0
2015-11-30,15:35:00,7.22,7.22,7.16,7.16,1880,0
2015-11-30,15:40:00,7.21,7.21,7.19,7.19,600,0
2015-11-30,15:45:00,7.2,7.24,7.1975,7.1975,1450,0
2015-11-30,15:50:00,7.21,7.21,7.195,7.21,500,0
2015-11-30,15:55:00,7.2,7.21,7.2,7.21,800,0
2015-11-30,16:00:00,7.21,7.21,7.17,7.17,700,0
2015-11-30,16:05:00,7.18,7.2,7.18,7.18,800,0
2015-11-30,16:10:00,7.19,7.26,7.19,7.26,6603,0
2015-11-30,16:15:00,7.25,7.25,7.25,7.25,400,0
2015-11-30,16:20:00,7.25,7.25,7.25,7.25,500,0
2015-11-30,16:25:00,7.25,7.29,7.25,7.26,11982,0
2015-11-30,16:30:00,7.29,7.29,7.23,7.265,3700,0
2015-11-30,16:35:00,7.25,7.26,7.25,7.26,914,0
2015-11-30,16:40:00,7.26,7.28,7.26,7.28,800,0
2015-11-30,16:45:00,7.28,7.28,7.27,7.28,400,0
2015-11-30,16:50:00,7.26,7.26,7.26,7.26,900,0
2015-11-30,16:55:00,7.26,7.26,7.25,7.25,1600,0
2015-11-30,17:00:00,7.24,7.25,7.235,7.25,2300,0
2015-11-30,17:05:00,7.24,7.24,7.23,7.23,2000,0
2015-11-30,17:10:00,7.23,7.23,7.225,7.23,2900,0
2015-11-30,17:15:00,7.23,7.23,7.22,7.22,1100,0
2015-11-30,17:20:00,7.21,7.21,7.2,7.2,2200,0
2015-11-30,17:25:00,7.2,7.21,7.2,7.21,900,0
2015-11-30,17:30:00,7.21,7.21,7.19,7.19,1008,0
2015-11-30,17:35:00,7.17,7.19,7.17,7.19,1531,0
2015-11-30,17:40:00,7.19,7.19,7.19,7.19,300,0
2015-11-30,17:45:00,7.19,7.19,7.19,7.19,300,0
2015-11-30,17:50:00,7.18,7.18,7.16,7.17,1500,0
2015-11-30,17:55:00,7.16,7.17,7.16,7.17,400,0
2015-11-30,18:00:00,7.17,7.17,7.16,7.16,1000,0
2015-11-30,18:05:00,7.155,7.155,7.155,7.155,100,0
2015-11-30,18:10:00,7.155,7.155,7.15,7.15,400,0
2015-11-30,18:15:00,7.14,7.14,7.13,7.13,1400,0
2015-11-30,18:20:00,7.125,7.125,7.115,7.115,900,0
2015-11-30,18:25:00,7.115,7.12,7.11,7.11,2100,0
2015-11-30,18:30:00,7.11,7.11,7.09,7.096,1100,0
2015-11-30,18:35:00,7.08,7.08,7.075,7.075,200,0
2015-11-30,18:40:00,7.07,7.08,7.07,7.08,2200,0
2015-11-30,18:45:00,7.075,7.075,7.075,7.075,100,0
2015-11-30,18:50:00,7.075,7.08,7.075,7.075,500,0
2015-11-30,18:55:00,7.07,7.08,7.07,7.08,200,0
2015-11-30,19:00:00,7.075,7.075,7.075,7.075,200,0
2015-11-30,19:05:00,7.075,7.075,7.05,7.065,3197,0
2015-11-30,19:10:00,7.07,7.07,7.06,7.06,449,0
2015-11-30,19:15:00,7.055,7.055,7.055,7.055,100,0
2015-11-30,19:20:00,7.06,7.065,7.055,7.065,2200,0
2015-11-30,19:25:00,7.065,7.065,7.065,7.065,992,0
2015-11-30,19:30:00,7.07,7.08,7.065,7.07,2900,0
2015-11-30,19:35:00,7.07,7.07,7.02,7.05,6400,0
2015-11-30,19:45:00,7.07,7.08,7.07,7.08,215,0
2015-11-30,19:50:00,7.07,7.08,7.07,7.07,484,0
2015-11-30,19:55:00,7.07,7.07,7.07,7.07,100,0
2015-11-30,20:00:00,7.08,7.115,7.07,7.115,2200,0
2015-11-30,20:05:00,7.115,7.115,7.09,7.1,1000,0
2015-11-30,20:15:00,7.1,7.1,7.09,7.1,1500,0
2015-11-30,20:20:00,7.1,7.1,7.09,7.095,1000,0
2015-11-30,20:25:00,7.095,7.095,7.075,7.075,1760,0
2015-11-30,20:30:00,7.08,7.09,7.08,7.09,2400,0
2015-11-30,20:35:00,7.085,7.09,7.08,7.09,500,0
2015-11-30,20:40:00,7.09,7.1,7.06,7.065,12892,0
2015-11-30,20:45:00,7.07,7.09,7.06,7.0887,3700,0
2015-11-30,20:50:00,7.1,7.1,7.08,7.1,1300,0
2015-11-30,20:55:00,7.08,7.08,7.08,7.08,400,0
2015-11-30,21:00:00,7.08,7.09,7.08,7.09,1963,0
2015-11-30,21:05:00,7.09,7.1,7.0899,7.0968,3878,0
2015-11-30,21:10:00,7.11,7.12,7.1,7.11,3000,0
2015-11-30,21:15:00,7.115,7.12,7.11,7.12,1300,0
2015-11-30,21:20:00,7.115,7.12,7.11,7.12,6316,0
2015-11-30,21:25:00,7.12,7.1399,7.12,7.1399,1703,0
2015-11-30,21:30:00,7.14,7.17,7.1399,7.16,2800,0
2015-11-30,21:35:00,7.155,7.18,7.155,7.18,9000,0
2015-11-30,21:40:00,7.1799,7.18,7.175,7.1799,1800,0
2015-11-30,21:45:00,7.175,7.18,7.17,7.175,2000,0
2015-11-30,21:50:00,7.175,7.2,7.17,7.195,6049,0
2015-11-30,21:55:00,7.2,7.215,7.17,7.18,7586,0
2015-11-30,22:00:00,7.1899,7.19,7.16,7.18,44780,0
2015-12-01,15:35:00,7.23,7.23,6.96,7.05,900,0
2015-12-01,15:40:00,7.14,7.14,7.14,7.14,100,0
2015-12-01,15:50:00,7.19,7.19,7.19,7.19,200,0
2015-12-01,15:55:00,7.2,7.2,7.19,7.19,700,0
2015-12-01,16:00:00,7.21,7.21,7.18,7.18,1300,0
2015-12-01,16:05:00,7.205,7.27,7.19,7.25,2200,0
2015-12-01,16:15:00,7.24,7.24,7.23,7.23,300,0
2015-12-01,16:20:00,7.18,7.18,7.15,7.17,628,0
2015-12-01,16:25:00,7.18,7.2,7.18,7.2,900,0
2015-12-01,16:30:00,7.21,7.22,7.21,7.22,1216,0
2015-12-01,16:35:00,7.21,7.21,7.17,7.175,2790,0
2015-12-01,16:40:00,7.17,7.2301,7.17,7.23,4465,0
2015-12-01,16:45:00,7.24,7.25,7.23,7.25,1800,0
2015-12-01,16:55:00,7.25,7.25,7.25,7.25,100,0
2015-12-01,17:00:00,7.25,7.25,7.2499,7.25,400,0
2015-12-01,17:05:00,7.23,7.235,7.23,7.23,600,0
2015-12-01,17:10:00,7.23,7.23,7.22,7.22,1300,0
2015-12-01,17:15:00,7.22,7.22,7.21,7.215,1200,0
2015-12-01,17:20:00,7.21,7.22,7.21,7.22,1500,0
2015-12-01,17:25:00,7.24,7.27,7.24,7.25,300,0
2015-12-01,17:30:00,7.25,7.25,7.22,7.22,2600,0
2015-12-01,17:35:00,7.21,7.22,7.21,7.22,2600,0
2015-12-01,17:40:00,7.22,7.22,7.2,7.21,2300,0
2015-12-01,17:45:00,7.205,7.205,7.205,7.205,100,0
2015-12-01,17:50:00,7.21,7.22,7.21,7.22,1300,0
2015-12-01,17:55:00,7.23,7.23,7.22,7.23,800,0
2015-12-01,18:00:00,7.23,7.23,7.23,7.23,100,0
2015-12-01,18:10:00,7.22,7.23,7.22,7.23,1300,0
2015-12-01,18:15:00,7.23,7.23,7.23,7.23,200,0
2015-12-01,18:20:00,7.23,7.23,7.23,7.23,100,0
2015-12-01,18:25:00,7.23,7.23,7.23,7.23,600,0
2015-12-01,18:30:00,7.25,7.27,7.25,7.27,800,0
2015-12-01,18:35:00,7.26,7.26,7.26,7.26,100,0
2015-12-01,18:40:00,7.25,7.25,7.25,7.25,100,0
2015-12-01,18:45:00,7.25,7.25,7.24,7.24,1900,0
2015-12-01,18:50:00,7.24,7.24,7.24,7.24,600,0
2015-12-01,18:55:00,7.24,7.24,7.24,7.24,900,0
2015-12-01,19:00:00,7.25,7.25,7.25,7.25,100,0
2015-12-01,19:10:00,7.25,7.25,7.25,7.25,1100,0
2015-12-01,19:15:00,7.25,7.26,7.24,7.24,600,0
2015-12-01,19:20:00,7.25,7.25,7.25,7.25,1100,0
2015-12-01,19:25:00,7.26,7.26,7.25,7.255,300,0
2015-12-01,19:30:00,7.26,7.26,7.24,7.24,2200,0
2015-12-01,19:35:00,7.24,7.24,7.24,7.24,1000,0
2015-12-01,19:45:00,7.2422,7.25,7.24,7.24,3360,0
2015-12-01,19:50:00,7.24,7.245,7.24,7.24,1000,0
2015-12-01,19:55:00,7.25,7.25,7.25,7.25,1150,0
2015-12-01,20:00:00,7.24,7.24,7.24,7.24,1200,0
2015-12-01,20:05:00,7.25,7.25,7.25,7.25,100,0
2015-12-01,20:10:00,7.24,7.26,7.23,7.26,9300,0
2015-12-01,20:15:00,7.265,7.28,7.26,7.28,900,0
2015-12-01,20:20:00,7.28,7.3,7.27,7.27,300,0
2015-12-01,20:25:00,7.3,7.3,7.3,7.3,100,0
2015-12-01,20:30:00,7.29,7.3,7.29,7.3,600,0
2015-12-01,20:35:00,7.3098,7.31,7.295,7.295,2897,0
2015-12-01,20:40:00,7.3,7.3,7.29,7.29,2400,0
2015-12-01,20:45:00,7.28,7.2932,7.28,7.2932,1400,0
2015-12-01,20:50:00,7.29,7.295,7.285,7.29,2900,0
2015-12-01,20:55:00,7.295,7.295,7.27,7.27,3500,0
2015-12-01,21:00:00,7.27,7.27,7.27,7.27,100,0
2015-12-01,21:05:00,7.275,7.275,7.27,7.27,2700,0
2015-12-01,21:10:00,7.27,7.28,7.27,7.27,800,0
2015-12-01,21:15:00,7.27,7.275,7.27,7.275,300,0
2015-12-01,21:20:00,7.27,7.275,7.26,7.27,14300,0
2015-12-01,21:25:00,7.265,7.28,7.25,7.28,3900,0
2015-12-01,21:30:00,7.28,7.28,7.27,7.27,400,0
2015-12-01,21:35:00,7.26,7.3,7.26,7.28,1959,0
2015-12-01,21:40:00,7.28,7.285,7.28,7.285,400,0
2015-12-01,21:45:00,7.29,7.29,7.28,7.29,800,0
2015-12-01,21:50:00,7.28,7.29,7.27,7.275,6122,0
2015-12-01,21:55:00,7.27,7.27,7.26,7.265,12439,0
2015-12-01,22:00:00,7.27,7.29,7.27,7.29,23580,0
2015-12-02,15:35:00,7.31,7.34,7.27,7.27,1157,0
2015-12-02,15:40:00,7.325,7.325,7.325,7.325,100,0
2015-12-02,15:45:00,7.32,7.34,7.32,7.34,300,0
2015-12-02,15:50:00,7.315,7.315,7.315,7.315,100,0
2015-12-02,15:55:00,7.32,7.36,7.32,7.36,900,0
2015-12-02,16:00:00,7.33,7.34,7.31,7.34,900,0
2015-12-02,16:05:00,7.37,7.38,7.37,7.37,600,0
2015-12-02,16:10:00,7.36,7.36,7.36,7.36,100,0
2015-12-02,16:25:00,7.37,7.37,7.37,7.37,100,0
2015-12-02,16:30:00,7.35,7.385,7.35,7.37,2000,0
2015-12-02,16:35:00,7.37,7.3925,7.37,7.3925,500,0
2015-12-02,16:40:00,7.37,7.37,7.37,7.37,300,0
2015-12-02,16:45:00,7.385,7.41,7.385,7.41,2334,0
2015-12-02,16:50:00,7.41,7.42,7.4,7.42,900,0
2015-12-02,16:55:00,7.415,7.47,7.415,7.47,3898,0
2015-12-02,17:00:00,7.47,7.47,7.46,7.46,900,0
2015-12-02,17:05:00,7.46,7.46,7.46,7.46,2600,0
2015-12-02,17:10:00,7.46,7.46,7.46,7.46,300,0
2015-12-02,17:15:00,7.46,7.49,7.46,7.49,1300,0
2015-12-02,17:20:00,7.49,7.5,7.46,7.46,7242,0
2015-12-02,17:25:00,7.47,7.47,7.47,7.47,100,0
2015-12-02,17:30:00,7.48,7.48,7.48,7.48,100,0
2015-12-02,17:35:00,7.49,7.49,7.48,7.48,400,0
2015-12-02,17:45:00,7.47,7.48,7.47,7.48,1000,0
2015-12-02,17:55:00,7.48,7.48,7.48,7.48,200,0
2015-12-02,18:00:00,7.46,7.46,7.45,7.45,1650,0
2015-12-02,18:05:00,7.41,7.41,7.41,7.41,100,0
2015-12-02,18:10:00,7.41,7.41,7.41,7.41,300,0
2015-12-02,18:15:00,7.42,7.43,7.41,7.41,3900,0
2015-12-02,18:20:00,7.4101,7.4101,7.4,7.4,1500,0
2015-12-02,18:25:00,7.38,7.39,7.38,7.38,1000,0
2015-12-02,18:30:00,7.38,7.38,7.37,7.379,600,0
2015-12-02,18:35:00,7.37,7.37,7.37,7.37,500,0
2015-12-02,18:40:00,7.37,7.3758,7.34,7.37,5300,0
2015-12-02,18:45:00,7.38,7.38,7.3601,7.38,1400,0
2015-12-02,18:50:00,7.4,7.4,7.3989,7.3989,500,0
2015-12-02,18:55:00,7.395,7.4,7.395,7.4,500,0
2015-12-02,19:00:00,7.4,7.4,7.395,7.395,1300,0
2015-12-02,19:05:00,7.39,7.395,7.39,7.39,2300,0
2015-12-02,19:10:00,7.39,7.4,7.39,7.39,2000,0
2015-12-02,19:15:00,7.398,7.4,7.3958,7.4,3700,0
2015-12-02,19:20:00,7.4,7.4,7.3932,7.3932,3150,0
2015-12-02,19:25:00,7.4,7.4,7.3932,7.3932,2400,0
2015-12-02,19:30:00,7.4,7.4,7.3932,7.4,1900,0
2015-12-02,19:35:00,7.3989,7.4,7.395,7.4,3984,0
2015-12-02,19:40:00,7.395,7.4,7.395,7.395,600,0
2015-12-02,19:45:00,7.391,7.4,7.391,7.4,900,0
2015-12-02,19:50:00,7.395,7.4,7.395,7.4,600,0
2015-12-02,19:55:00,7.395,7.4,7.39,7.39,88600,0
2015-12-02,20:00:00,7.395,7.4,7.38,7.38,4000,0
2015-12-02,20:05:00,7.38,7.38,7.37,7.375,797,0
2015-12-02,20:10:00,7.38,7.38,7.37,7.37,1398,0
2015-12-02,20:15:00,7.37,7.375,7.37,7.375,600,0
2015-12-02,20:20:00,7.37,7.375,7.37,7.375,700,0
2015-12-02,20:25:00,7.37,7.37,7.37,7.37,2100,0
2015-12-02,20:30:00,7.37,7.37,7.34,7.34,1512,0
2015-12-02,20:35:00,7.34,7.34,7.3,7.3,3000,0
2015-12-02,20:40:00,7.31,7.33,7.31,7.33,600,0
2015-12-02,20:45:00,7.32,7.33,7.31,7.32,1100,0
2015-12-02,20:50:00,7.3,7.315,7.3,7.3,400,0
2015-12-02,20:55:00,7.3,7.31,7.3,7.3,300,0
2015-12-02,21:00:00,7.33,7.33,7.3,7.33,1200,0
2015-12-02,21:05:00,7.32,7.32,7.3,7.3,3033,0
2015-12-02,21:10:00,7.31,7.31,7.29,7.31,2100,0
2015-12-02,21:15:00,7.312,7.36,7.312,7.36,3417,0
2015-12-02,21:20:00,7.36,7.36,7.36,7.36,100,0
2015-12-02,21:25:00,7.35,7.35,7.34,7.35,967,0
2015-12-02,21:30:00,7.33,7.34,7.33,7.33,1300,0
2015-12-02,21:35:00,7.35,7.35,7.32,7.32,200,0
2015-12-02,21:40:00,7.32,7.34,7.32,7.32,300,0
2015-12-02,21:45:00,7.34,7.35,7.33,7.35,2300,0
2015-12-02,21:50:00,7.335,7.35,7.32,7.33,3700,0
2015-12-02,21:55:00,7.33,7.33,7.32,7.32,2500,0
2015-12-02,22:00:00,7.32,7.34,7.32,7.32,11384,0
2015-12-03,15:35:00,7.3,7.3,7.28,7.28,2722,0
2015-12-03,15:40:00,7.31,7.32,7.31,7.32,900,0
2015-12-03,15:45:00,7.32,7.33,7.32,7.32,649,0
2015-12-03,15:50:00,7.31,7.31,7.27,7.27,200,0
2015-12-03,15:55:00,7.28,7.28,7.28,7.28,100,0
2015-12-03,16:00:00,7.27,7.27,7.25,7.25,400,0
2015-12-03,16:05:00,7.27,7.33,7.27,7.31,1270,0
2015-12-03,16:10:00,7.28,7.28,7.26,7.26,300,0
2015-12-03,16:15:00,7.27,7.27,7.27,7.27,200,0
2015-12-03,16:20:00,7.29,7.29,7.29,7.29,700,0
2015-12-03,16:25:00,7.27,7.27,7.23,7.23,1500,0
2015-12-03,16:35:00,7.23,7.23,7.2,7.2,823,0
2015-12-03,16:45:00,7.21,7.265,7.21,7.265,1800,0
2015-12-03,16:50:00,7.26,7.28,7.26,7.265,300,0
2015-12-03,16:55:00,7.3,7.3,7.28,7.29,1021,0
2015-12-03,17:05:00,7.3,7.3,7.3,7.3,100,0
2015-12-03,17:10:00,7.29,7.3,7.29,7.3,1700,0
2015-12-03,17:15:00,7.3,7.3,7.3,7.3,300,0
2015-12-03,17:20:00,7.32,7.33,7.32,7.32,1400,0
2015-12-03,17:25:00,7.32,7.32,7.29,7.29,900,0
2015-12-03,17:35:00,7.29,7.29,7.29,7.29,100,0
2015-12-03,17:40:00,7.29,7.29,7.29,7.29,100,0
2015-12-03,17:45:00,7.3,7.3,7.3,7.3,100,0
2015-12-03,17:50:00,7.3,7.3,7.27,7.27,500,0
2015-12-03,17:55:00,7.2799,7.2799,7.26,7.27,1751,0
2015-12-03,18:00:00,7.28,7.28,7.28,7.28,200,0
2015-12-03,18:05:00,7.28,7.28,7.26,7.26,500,0
2015-12-03,18:20:00,7.24,7.24,7.24,7.24,100,0
2015-12-03,18:25:00,7.24,7.25,7.23,7.23,400,0
2015-12-03,18:30:00,7.22,7.22,7.19,7.19,1000,0
2015-12-03,18:35:00,7.203,7.21,7.2,7.205,1428,0
2015-12-03,18:40:00,7.205,7.22,7.2,7.22,2400,0
2015-12-03,18:50:00,7.22,7.22,7.215,7.22,1500,0
2015-12-03,18:55:00,7.23,7.23,7.23,7.23,100,0
2015-12-03,19:00:00,7.21,7.22,7.21,7.21,300,0
2015-12-03,19:05:00,7.2,7.205,7.14,7.16,4200,0
2015-12-03,19:10:00,7.16,7.17,7.16,7.17,600,0
2015-12-03,19:15:00,7.18,7.18,7.1701,7.18,1700,0
2015-12-03,19:20:00,7.18,7.2,7.18,7.2,1500,0
2015-12-03,19:25:00,7.19,7.19,7.17,7.17,3400,0
2015-12-03,19:30:00,7.17,7.17,7.15,7.15,1400,0
2015-12-03,19:35:00,7.15,7.15,7.15,7.15,600,0
2015-12-03,19:40:00,7.15,7.15,7.12,7.12,1600,0
